Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,AR1,Newell's Old Boys,Temperley,1X,47,35,18,1.69,3.55,6.54,81,19,1.53,2.59,0 - 0
00:00,AR1,Talleres Córdoba,Argentinos Juniors,X1,40,27,33,1.74,3.54,5.97,54,46,1.55,2.54,2 - 0
01:00,CL,Curicó Unido,Unión Española,X2,27,37,37,2.83,3.29,2.68,81,19,1.62,2.23,4 - 4
01:15,AR1,Gimnasia LP,San Lorenzo,X2,39,23,39,2.90,3.10,2.90,35,65,1.58,2.60,1 - 0
02:15,AR1,Gimnasia La Plata,San Lorenzo,X1,42,22,35,2.47,3.09,3.37,32,68,1.46,2.78,1 - 0
14:00,BG1,Etar,Cherno More Varna,X1,45,26,30, , , ,50,50, , ,
15:00,CRO1,NK Lokomotiva,Osijek,2X,26,30,44, , , ,68,32, , ,
16:30,BG1,Dunav Ruse,CSKA-Sofia,2,9,16,75, , , ,42,58, , ,
16:30,RO1,Concordia,FC Voluntari,,0,0,0, , , ,0,0, , ,3 - 1
16:30,BG1,Botev Plovdiv,Ludogorets Razgrad,,0,0,0, , , ,0,0, , ,1 - 3
17:30,RO1,Concordia Chiajna,Voluntari,X1,49,23,28,2.87,3.19,2.73,39,61,1.65,2.30,3 - 1
17:30,BG1,Botev Plovdiv,Ludogorets,X2,37,19,43,5.12,4.02,1.60,14,86,1.82,2.00,1 - 3
18:00,PL1,Lechia Gdansk,Termalica Nieciecza,1X,53,29,19,1.69,3.65,4.80,68,32,1.81,1.81,2 - 2
18:00,PL1,Wisla Plock,Cracovia,1,66,18,16,1.93,3.20,3.80,29,71,1.81,1.81,0 - 1
19:00,DN1,AC Horsens,AGF,1X,47,35,18,2.70,3.30,3.00,81,19,1.69,2.40,1 - 1
19:00,PL,Lechia Gdańsk,Nieciecza,1X,53,29,19,1.83,3.70,4.71,68,32,1.78,2.11,2 - 2
19:00,PL,Wisła Płock,Cracovia Kraków,1,66,18,16,2.00,3.39,4.28,29,71,1.71,2.20,0 - 1
20:00,SP1,Espanyol,Real Madrid,2,7,13,79,7.00,5.00,1.50,35,65,2.54,1.59,1 - 0
20:00,DN1,Horsens,AGF,1X,47,35,18,2.63,3.17,2.99,81,19,1.58,2.42,1 - 1
20:30,ITB,Venezia,Ternana,X1,42,23,35,1.68,3.65,5.50,39,61,1.98,1.84,2 - 0
20:30,ITB,Palermo,Ascoli,1X,48,31,21,1.62,3.85,7.60,72,28,1.75,2.28,4 - 1
20:30,PL1,Sandecja Nowy Sacz,Zaglebie Lubin,1X,44,28,28,2.88,3.15,2.46,59,41,1.64,2.06,0 - 1
20:30,ITB,Perugia,Brescia,1X,58,29,14,1.73,3.40,5.20,72,28,1.87,1.98,
20:30,ITB,Bari,Spezia,X2,21,39,41,2.16,3.05,4.30,85,15,1.52,2.84,
20:30,ITB,Cesena,Pro Vercelli,X1,53,23,24,2.30,3.10,3.35,42,58,1.66,2.16,
20:30,ITB,Cremonese,Frosinone,2X,25,26,49,2.76,3.15,3.05,54,46,1.82,2.18,2 - 2
20:30,ITB,Pescara,Carpi,1X,42,34,24,1.98,3.25,3.70,77,23,1.78,1.88,
