Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
01:00,MX2,Cafetaleros de Tapachula,Universidad Guadalajara,X1,53,23,24,1.94,3.23,4.27,42,58,1.70,2.13,1 - 0
01:15,BRB,Atlético GO,Guarani,1,84,10,5,1.98,3.10,3.50,26,74,1.62,2.23,3 - 2
03:30,BRB,Fortaleza,CRB,1,67,25,8,1.55,3.55,5.50,72,28,1.74,2.02,3 - 1
17:00,RS1,Radnik Surdulica,Bačka Palanka,X1,38,45,16,1.88,3.42,4.55,92,8,1.81,2.01,2 - 0
17:00,RS1,Mačva Šabac,Rad Beograd,1X,48,31,21,1.93,3.39,4.34,72,28,1.61,2.27,0 - 0
17:00,RS1,Zemun,Borac Čačak,1,73,22,5,1.33,4.71,12.00,70,30,1.73,2.10,2 - 1
17:00,RS1,Mladost Lučani,Javor Ivanjica,1X,44,30,26,4.20,3.60,1.60,68,32,1.50,2.43,3 - 1
18:00,PR2,Académica,Porto II,X1,41,39,21,1.40,4.20,6.40,85,15,2.25,1.57,1 - 0
18:00,PL1,Puszcza Niepołomice,Katowice,2X,29,22,49,3.35,3.22,2.35,32,68,1.64,2.28,1 - 0
18:00,RS1,Crvena Zvezda,Čukarički,1,67,18,15,1.13,6.40,10.00,35,65,2.48,1.50,3 - 0
19:00,PL1,Chojniczanka Chojnice,Raków Częstochowa,2X,14,29,58,1.95,3.25,3.55,72,28,1.68,2.05,0 - 1
19:00,PL1,Bytovia Bytów,Tychy 71,X2,27,37,37,2.33,3.25,2.75,81,19,1.66,2.14,1 - 0
19:00,RS1,Spartak Subotica,Napredak,1X,53,26,21,2.30,3.53,3.06,59,41,2.03,1.79,2 - 1
19:00,RS1,Voždovac,Vojvodina,1X,44,28,28,2.25,3.16,3.54,59,41,1.54,2.30,2 - 1
19:30,NO1,Stabæk,Start,1,76,21,3,2.03,3.68,3.76,72,28,2.30,1.65,1 - 1
19:30,NO1,Ranheim,Brann,1,78,9,8,3.50,3.25,2.10,10,90,1.60,2.35,0 - 2
19:45,FR1,Caen,Toulouse,1X,58,29,14,2.48,3.22,3.22,72,28,1.57,2.40,0 - 0
21:45,CHL,Bayern München,Real Madrid,2X,30,17,51,2.00,3.75,3.50,8,92,2.43,1.58,1 - 2
