Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
13:00,PR2,Nacional,Oliveirense,X1,45,26,30,1.74,3.86,4.96,50,50,1.90,1.96,2 - 1
14:00,BG1,Ludogorets Razgrad,Septemvri Sofia,1,69,16,14, , , ,26,74, , ,
16:30,BG1,Lokomotiv Plovdiv,Botev Plovdiv,X2,30,39,30, , , ,85,15, , ,
18:00,DN1,SoenderjyskE,Aalborg,X1,41,25,34,2.64,3.30,3.05,46,54,1.73,2.36,0 - 1
18:00,DN1,FC Nordsjaelland,Silkeborg,1,79,12,7,1.48,5.00,7.20,26,74,2.92,1.50,3 - 1
19:00,DN1,Nordsjælland,Silkeborg,1,79,12,7,1.49,4.81,6.69,26,74,2.72,1.46,3 - 1
19:00,DN1,SønderjyskE,AaB,X2,33,27,40,2.57,3.17,3.07,54,46,1.65,2.30,0 - 1
19:30,SP1,Real Betis,Real Sociedad,1X,44,28,28,2.70,3.75,2.72,59,41,2.42,1.69,0 - 0
20:00,DN1,FC Midtjylland,Broendby IF,1,62,15,21,2.62,3.55,2.92,10,90,2.22,1.81,0 - 1
20:30,SP1,Real Betis,Real Sociedad,1X,44,28,28,2.75,3.60,2.50,59,41,2.30,1.64,0 - 0
20:45,EGP,Arsenal,Manchester City,1X,55,18,26,4.80,4.20,1.78,17,83,2.74,1.56,0 - 3
21:00,SP1,Las Palmas,Barcelona,2,16,16,68,19.50,8.40,1.20,21,79,3.65,1.37,1 - 1
21:00,DN1,Midtjylland,Brøndby,1,62,15,21,2.93,3.46,2.50,10,90,2.02,1.86,0 - 1
21:30,SP1,Alaves,Levante,1,57,26,17,1.88,3.60,5.20,63,37,1.71,2.38,1 - 0
21:45,EGP,Arsenal,Manchester City,1X,55,18,26,4.45,4.20,1.79,17,83,2.55,1.53,0 - 3
22:00,SP1,Las Palmas,Barcelona,2,16,16,68,16.00,8.00,1.16,21,79,3.80,1.28,1 - 1
22:30,SP1,Deportivo Alavés,Levante,1,57,26,17,1.90,3.29,4.50,63,37,1.57,2.35,1 - 0
