Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
01:00,AR1,Newell's Old Boys,Talleres Córdoba,1X,44,28,28,3.20,3.00,2.37,59,41,1.47,2.60,2 - 1
02:00,BRA,Botafogo,Palmeiras,X2,31,24,45,3.45,3.20,2.02,42,58,1.62,2.23,1 - 1
02:00,BRA,São Paulo,Paraná,1,57,26,17,1.40,3.85,8.00,63,37,1.71,2.07,1 - 0
03:15,AR1,Vélez Sarsfield,San Lorenzo,1X,49,26,25,2.35,3.00,3.05,54,46,1.57,2.32,2 - 2
03:15,BRC,Atlético Acreano,Remo,X2,12,47,41,2.30,3.20,3.00,93,7,1.68,2.04,1 - 0
17:30,BG1,OFK Pirin,Cherno More,1X,53,29,19,2.87,2.95,2.70,68,32,1.56,2.36,0 - 2
19:30,NT1,FC Twente,PEC Zwolle,X1,37,37,27,2.23,3.50,3.38,81,19,2.24,1.68,2 - 0
20:00,DN1,FC Helsingør,AGF,2X,19,29,53,4.47,3.68,1.87,68,32,1.95,1.87,1 - 0
20:00,BG1,Vitosha Bistritsa,Slavia Sofia,2,17,26,57,5.76,3.77,1.60,63,37,1.93,1.88,1 - 2
20:00,SW1,GIF Sundsvall,Trelleborg,X2,29,32,38,1.88,3.58,4.60,72,28,1.81,2.02,1 - 0
20:00,SW2,Landskrona,Örgryte,X2,35,31,35,2.88,3.38,2.58,68,32,1.75,2.07,2 - 2
20:30,SP1,Deportivo La Coruña,Sevilla,X2,33,27,40,2.70,3.25,2.60,54,46,1.99,1.91,0 - 0
21:00,CRO1,Istra 1961,Rijeka,2,18,21,60,7.00,4.40,1.33,42,58,1.85,1.85,0 - 1
21:30,ITB,Spezia,Brescia,1X,48,28,23,2.06,3.16,4.40,63,37,1.54,2.52,0 - 1
21:30,ITB,Cesena,Empoli,2X,33,21,46,4.08,3.49,2.01,29,71,2.02,1.86,2 - 3
21:30,ITB,Ternana,Foggia,X2,39,23,39,2.96,3.21,2.63,35,65,1.95,1.82,2 - 2
21:30,ITB,Avellino,Frosinone,1X,48,31,21,4.17,3.18,2.10,72,28,1.74,2.17,0 - 2
21:30,ITB,Bari 1908,Novara,1X,53,29,19,1.88,3.36,5.00,68,32,1.58,2.28,1 - 1
21:30,ITB,Cittadella,Palermo,X2,35,31,35,2.62,3.09,3.07,68,32,1.63,2.20,0 - 0
21:30,ITB,Carpi,Perugia,X2,27,24,49,2.98,3.04,2.73,46,54,1.58,2.30,1 - 2
21:30,ITB,Pro Vercelli,Pescara,X2,16,45,38,2.52,3.18,3.14,92,8,1.72,2.06,3 - 1
21:30,ITB,Cremonese,Salernitana,X1,37,37,27,2.18,3.29,3.75,81,19,1.71,2.08,1 - 1
21:30,ITB,Venezia,Virtus Entella,1,73,19,8,1.73,3.67,5.56,54,46,1.72,2.19,2 - 0
21:30,BL1,Gent,Genk,1X,56,20,23,1.76,3.78,5.10,32,68,1.81,2.07,0 - 0
21:45,EG1,Shrewsbury Town,Charlton Athletic,X2,37,26,37,2.14,3.34,3.80,50,50,1.63,2.33,0 - 2
21:45,EG1,Wigan Athletic,Oxford United,1X,57,22,22,1.33,5.40,10.75,39,61,2.11,1.78,1 - 0
21:45,EG1,Rochdale,Oldham Athletic,1X,44,28,28,1.91,3.54,4.47,59,41,1.87,1.88,0 - 0
21:45,EG1,Bradford City,Portsmouth,2,17,26,57,2.71,3.26,2.82,63,37,1.78,1.98,3 - 1
21:45,EG1,Doncaster Rovers,Bury,1X,53,24,23,2.40,3.50,3.05,50,50,1.71,2.08,3 - 3
21:45,EG1,Gillingham,Rotherham United,2X,21,31,48,3.81,3.52,2.07,72,28,1.83,1.93,0 - 1
21:45,EG2,Exeter City,Chesterfield,1X,40,29,31,1.97,3.64,4.03,63,37,1.89,1.99,2 - 1
21:45,EG2,Accrington Stanley,Yeovil Town,X2,27,24,49,1.51,4.36,7.16,46,54,1.98,1.78,2 - 0
21:45,EG2,Lincoln City,Wycombe Wanderers,1X,53,21,26,2.39,3.39,3.15,29,71,1.78,1.98,0 - 0
21:45,ITA,Internazionale,Cagliari,1X,53,26,21,1.27,5.85,13.22,59,41,2.28,1.64,4 - 0
21:45,NT1,SC Heerenveen,ADO Den Haag,X1,36,28,36,1.72,4.10,4.84,59,41,2.27,1.67,2 - 0
21:45,SC1,Dumbarton,Inverness CT,2X,21,31,48,4.64,3.49,1.89,72,28,1.70,2.21,0 - 1
21:45,SC1,St. Mirren,Falkirk,1,65,22,13,1.85,3.77,4.44,54,46,1.99,1.89,1 - 2
21:45,SC1,Brechin City,Dundee United,2X,11,32,58,11.40,5.73,1.30,81,19,2.11,1.78,0 - 5
21:45,EGP,Brighton & Hove Albion,Tottenham Hotspur,2X,30,21,49, , , ,26,74, , ,1 - 1
22:00,SP1,Celta de Vigo,Barcelona,X2,40,20,40,4.20,3.75,1.80,19,81,2.35,1.57,2 - 2
22:30,SP1,Villarreal,Leganés,1,66,23,11,1.62,3.50,6.50,63,37,1.71,2.23,2 - 1
