Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
17:00,UEFA,Lokomotiv Moscow,Atletico Madrid,2,12,11,72,4.20,3.45,2.06,7,93,1.67,2.38,1 - 5
18:00,UEFA,Lokomotiv Moskva,Atlético Madrid,X1,42,23,35,4.34,3.34,2.00,39,61,1.56,2.45,1 - 5
19:00,UEFA,Viktoria Plzen,Sporting CP,X2,37,17,44,2.86,3.45,2.68,7,93,1.85,2.10,2 - 0
19:00,UEFA,Athletic Bilbao,Marseille,1,72,23,5,2.38,3.60,3.15,72,28,2.00,1.90,1 - 2
19:00,UEFA,Dynamo Kiev,Lazio,X1,45,20,35,3.40,3.65,2.22,20,80,2.10,1.84,0 - 2
19:00,UEFA,Zenit St Petersburg,RB Leipzig,2X,38,17,44,2.78,3.55,2.74,7,93,2.04,1.89,1 - 1
20:00,UEFA,Dynamo Kyiv,Lazio,1X,49,21,30,3.40,3.30,2.15,26,74,2.14,1.71,0 - 2
20:00,UEFA,Zenit,RB Leipzig,2X,30,17,51,2.70,3.50,2.60,10,90,1.98,1.81,1 - 1
20:00,UEFA,Athletic Club,Olympique Marseille,1,67,25,8,2.34,3.48,3.17,72,28,1.91,1.97,1 - 2
20:00,UEFA,Viktoria Plzeň,Sporting CP,1,64,17,18,2.66,3.55,2.68,19,81,2.12,1.78,2 - 0
21:05,UEFA,Salzburg,Borussia Dortmund,1X,49,26,25,3.20,3.70,2.32,54,46,2.46,1.67,0 - 0
21:05,UEFA,Arsenal,AC Milan,1X,49,19,31,2.10,3.70,3.70,17,83,2.14,1.82,3 - 1
21:05,UEFA,Lyon,CSKA Moscow,1,88,10,2,1.78,3.75,5.40,44,56,1.79,2.16,2 - 3
22:05,UEFA,Olympique Lyonnais,CSKA Moskva,1,69,16,14,1.78,3.76,5.00,26,74,1.88,2.00,2 - 3
22:05,UEFA,Salzburg,Borussia Dortmund,1X,46,21,33,3.06,3.85,2.26,29,71,2.34,1.63,0 - 0
22:05,UEFA,Arsenal,Milan,1X,56,19,25,1.84,4.02,4.21,21,79,2.08,1.74,3 - 1
