Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,AR1,Atlético Tucumán,San Martín San Juan,1,57,26,17,1.75,3.50,4.75,63,37,1.65,2.34,2 - 1
00:00,AR1,Tigre,Argentinos Juniors,X2,33,27,40,2.55,3.13,3.19,54,46,1.59,2.44,2 - 0
01:00,CL,O'Higgins,Everton,2X,25,26,49,2.10,3.15,3.15,54,46,1.87,1.87,1 - 2
01:15,AR1,Huracan,Rosario Central,1X,46,27,27,2.48,3.00,3.30,57,43,1.57,2.58,2 - 3
02:15,AR1,Huracán,Rosario Central,1X,44,28,28,2.43,2.95,2.95,59,41, , ,2 - 3
18:00,UEFA,Crvena Zvezda,CSKA Moscow,X1,41,47,12, , , ,93,7, , ,0 - 0
19:00,UEFA,Crvena Zvezda,CSKA Moskva,X2,31,24,45,2.80,2.95,2.90,42,58,1.46,2.70,0 - 0
20:45,EG1,Bristol Rovers,Rochdale,1X,49,26,25,2.44,3.25,3.10,54,46,1.74,2.24,3 - 2
20:45,EG1,Bury,Southend United,X2,30,39,30,2.24,3.40,3.35,85,15,1.84,2.08,0 - 0
20:45,EG1,Charlton Athletic,Bradford City,X1,40,27,33,2.08,3.50,3.75,54,46,1.93,1.96,1 - 1
20:45,EG1,Fleetwood Town,Shrewsbury Town,X2,31,29,40,3.25,2.96,2.58,63,37,1.40,3.15,1 - 2
20:45,EG1,Northampton Town,Gillingham,X2,34,25,41,2.30,3.45,3.25,46,54,1.86,2.04,1 - 2
20:45,EG1,Oldham,Milton Keynes Dons,1X,57,23,20,2.02,3.55,3.90,46,54,1.94,1.98,1 - 0
20:45,EG1,Peterborough,Scunthorpe United,X2,32,23,46,2.44,3.45,2.96,35,65,2.14,1.77,2 - 2
20:45,EG1,Plymouth,AFC Wimbledon,1X,56,20,23,2.66,3.35,2.84,32,68,1.68,2.32,4 - 2
20:45,EG1,Portsmouth,Blackburn Rovers,X2,32,23,46,3.05,3.25,2.48,35,65,1.70,2.26,1 - 2
20:45,EG1,Rotherham United,Oxford United,X1,41,25,34,1.62,4.20,5.70,46,54,2.28,1.70,3 - 1
20:45,EG1,Walsall,Doncaster Rovers,X1,45,26,30,3.00,3.15,2.56,50,50,1.69,2.32,4 - 2
20:45,EG1,Wigan,Blackpool,1X,48,31,21,1.51,4.10,7.60,72,28,1.84,2.04,0 - 2
20:45,EG2,Accrington Stanley,Crewe Alexandra,1,66,18,16,1.83,3.75,4.50,29,71,1.98,1.94,1 - 0
20:45,EG2,Chesterfield,Cambridge United,X2,29,32,38,2.70,3.35,2.72,72,28,1.78,2.12,2 - 3
20:45,EG2,Colchester United,Coventry City,1X,58,29,14,2.56,3.35,2.94,72,28,1.74,2.24,2 - 1
20:45,EG2,Forest Green Rovers,Stevenage,1X,53,26,21,2.58,3.35,2.96,59,41,1.78,2.14,3 - 1
20:45,EG2,Lincoln,Cheltenham Town,1X,49,20,31,2.04,3.60,3.70,21,79,1.99,1.90,1 - 0
20:45,EG2,Luton Town,Crawley Town,X1,42,22,35,1.61,4.00,6.20,32,68,2.14,1.80,4 - 1
20:45,EG2,Mansfield Town,Newport County,1,64,20,16,2.16,3.30,3.70,39,61,1.80,2.10,5 - 0
20:45,EG2,Notts County,Carlisle United,X1,45,24,31,2.22,3.45,3.40,42,58,1.99,1.92,2 - 1
20:45,EG2,Port Vale,Exeter City,1,57,24,19,2.32,3.35,3.15,54,46,1.26,1.02,
20:45,EG2,Wycombe Wanderers,Swindon Town,1X,60,20,20,2.40,3.45,3.05,35,65,2.00,1.91,3 - 2
20:45,EG2,Yeovil Town,Barnet,1,62,24,15,2.60,3.25,2.90,59,41,1.79,2.12,2 - 0
20:45,EGC,Cardiff City,Bolton Wanderers,1,69,20,11,1.59,3.85,7.20,50,50,1.77,2.18,2 - 0
20:45,EGC,Sheffield Wednesday,Derby County,2,13,22,65,3.30,3.10,2.46,54,46,1.65,2.40,2 - 0
20:45,SCP,Kilmarnock,Dundee FC,X1,45,24,31,2.10,3.35,3.90,42,58,1.77,2.20,3 - 2
20:45,CHL,Basel,Manchester City,X2,37,19,43,10.50,5.30,1.34,14,86,2.30,1.71,0 - 4
20:45,CHL,Juventus,Tottenham,2X,33,21,46,2.32,3.00,3.70,29,71,1.56,2.66,2 - 2
21:45,SCP,Kilmarnock,Dundee,X1,45,24,31,2.19,3.44,3.61,42,58,1.75,2.17,3 - 2
21:45,EG2,Accrington Stanley,Crewe Alexandra,1,66,18,16,1.83,3.94,4.33,29,71,1.90,1.98,1 - 0
21:45,EG2,Chesterfield,Cambridge United,X2,29,32,38,2.83,3.43,2.60,72,28,1.78,2.11,2 - 3
21:45,EG2,Colchester United,Coventry City,1X,58,29,14,2.57,3.41,2.89,72,28,1.72,2.19,2 - 1
21:45,EG2,Forest Green Rovers,Stevenage,1X,53,26,21,2.47,3.43,2.99,59,41,1.75,2.14,3 - 1
21:45,EG2,Lincoln City,Cheltenham Town,1X,49,20,31,2.07,3.69,3.62,21,79,1.91,1.97,1 - 0
21:45,EG2,Luton Town,Crawley Town,X1,42,22,35,1.61,4.31,5.65,32,68,2.06,1.82,4 - 1
21:45,EG2,Mansfield Town,Newport County,1,64,20,16,2.24,3.43,3.41,39,61,1.75,2.16,5 - 0
21:45,EG2,Notts County,Carlisle United,X1,45,24,31,2.22,3.58,3.32,42,58,2.02,1.86,2 - 1
21:45,EG2,Wycombe Wanderers,Swindon Town,1X,49,21,30,2.33,3.60,3.10,26,74,2.07,1.81,3 - 2
