Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
01:15,BRB,CRB,Avaí,1X,48,28,23,2.40,3.05,2.75,63,37,1.68,2.10,0 - 4
06:30,BRB,Criciúma,Juventude,1X,38,32,29,2.17,3.00,3.15,72,28,1.56,2.33,0 - 0
17:00,LAT1,Spartaks Jūrmala,Jelgava,1X,48,28,23,1.91,3.50,4.02,63,37,1.78,2.04,1 - 0
18:30,RO1,Botoşani,Concordia Chiajna,X2,27,37,37,2.02,3.43,4.04,81,19,1.65,2.30,0 - 1
19:00,EST1,Flora,Kuressaare,1,79,13,7, ,13.00,21.00,35,65,12.00,1.04,2 - 1
19:00,NO1,Vålerenga,Stabæk,1X,53,29,19,1.65,4.37,4.98,68,32,2.46,1.56,1 - 0
19:00,NO1,Rosenborg,Lillestrøm,X1,49,23,28,1.45,4.81,7.39,39,61,2.39,1.60,3 - 0
19:00,NO1,Bodø / Glimt,Tromsø,X1,45,26,30,2.02,3.71,3.69,50,50,2.30,1.65,0 - 1
19:00,NO1,Sarpsborg 08,Start,1X,63,28,9,1.51,4.48,6.83,77,23,2.16,1.75,4 - 0
19:00,NO1,Odd,Sandefjord,X1,49,24,27,1.57,3.94,7.11,46,54,1.95,1.93,5 - 0
19:00,NO1,Brann,Haugesund,1X,49,21,30,1.84,3.49,4.86,26,74,1.83,2.05,1 - 1
19:00,NO1,Molde,Strømsgodset,2X,33,20,46,2.04,3.71,3.65,24,76,2.21,1.71,2 - 0
19:00,NO1,Kristiansund,Ranheim,1X,54,26,20,2.24,3.38,3.43,60,40,1.87,2.01,1 - 3
19:00,LAT1,Riga,Liepāja,X1,46,23,32,2.62,3.00,2.70,35,65,1.60,2.29,2 - 2
19:00,LAT1,Valmiera / BSS,Ventspils,2,18,21,60,15.00,7.50,1.11,42,58,4.00,1.25,1 - 3
19:15,IL1,Maccabi Netanya,Bnei Yehuda,1,75,16,9,2.37,3.76,2.88,42,58,2.44,1.55,0 - 5
20:00,LAT1,Metta / LU,Rīgas FS,2,13,17,70,9.50,5.60,1.20,32,68,2.50,1.50,0 - 1
20:00,SW1,Hammarby,Malmö FF,1,58,17,24,2.24,3.84,3.07,16,84,2.20,1.71,3 - 2
21:45,UEFA,Olympique Marseille,Atlético Madrid,1X,52,19,28,4.65,3.30,1.95,19,81,1.50,2.50,0 - 3
21:45,EG1,Rotherham United,Scunthorpe United,X2,38,24,38,2.04,3.46,3.97,42,58,1.72,2.14,2 - 0
