Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
04:30,MX2,Cafetaleros de Tapachula,Dorados,X1,49,23,28,2.20,2.95,3.05,39,61,1.80,1.90,3 - 2
17:15,BG1,Etar,Septemvri Sofia,1X,44,28,28,2.55,3.15,2.55,59,41,1.82,1.98,4 - 2
19:00,DN1,Silkeborg,Hobro,X1,53,23,24,2.49,3.50,2.91,42,58,2.09,1.79,2 - 0
19:00,DN1,Lyngby,SønderjyskE,2X,26,30,44,3.55,3.70,2.00,68,32,1.91,1.97,1 - 1
19:00,CRO1,Slaven Koprivnica,Inter Zaprešić,1,57,26,17,1.83,3.44,5.08,63,37,1.58,2.20,3 - 3
19:30,NT1,FC Utrecht,FC Groningen,1,71,17,12,1.61,4.45,5.38,39,61,2.48,1.56,1 - 1
19:30,BG1,Dunav 2010,Lokomotiv Plovdiv,X2,24,34,42,3.41,3.22,2.17,77,23,1.75,2.05,1 - 0
20:00,SW1,Hammarby,Norrköping,1X,49,21,30,2.53,3.62,2.79,26,74,2.40,1.58,2 - 1
20:00,SW1,IFK Göteborg,Dalkurd,1X,60,32,8,1.90,3.61,4.40,83,17,1.76,2.08,1 - 0
20:00,SW1,Brommapojkarna,Elfsborg,X2,12,36,52,2.99,3.61,2.39,85,15,2.08,1.75,0 - 2
20:30,SP1,Real Sociedad,Atlético Madrid,1,64,17,18,3.50,3.20,2.14,19,81,1.70,2.10,3 - 0
20:30,SP1,Deportivo Alavés,Girona,1X,49,26,25,2.37,3.10,3.10,54,46,1.64,2.20,1 - 2
21:00,DN1,Midtjylland,Brøndby,1X,46,20,34,2.94,3.60,2.42,19,81,2.04,1.79,2 - 3
21:00,HE1,Lausanne Sport,Luzern,X1,45,24,31,2.60,3.35,2.50,42,58,2.29,1.60,0 - 1
21:30,BL1,Club Brugge,Sporting Charleroi,1,62,18,19,1.39,5.01,8.84,26,74,2.12,1.73,6 - 0
21:45,EG1,Blackburn Rovers,Peterborough United,1,60,21,18,1.51,4.46,6.90,42,58,2.14,1.67,3 - 1
21:45,NT1,Ajax,VVV-Venlo,1,69,20,11,1.15,9.10,18.57,50,50,3.70,1.29,4 - 1
21:45,EGP,Leicester City,Southampton,X1,41,25,34,2.29,3.56,3.31,46,54,1.98,1.94,0 - 0
21:45,EGP,Burnley,Chelsea,X2,24,23,53,4.45,3.50,1.95,42,58,1.68,2.20,1 - 2
22:30,SP1,Levante,Málaga,1X,48,31,21,1.83,3.25,4.75,72,28,1.61,2.25,1 - 0
22:30,SP1,Real Betis,Las Palmas,1,66,23,11,1.33,5.25,8.50,63,37,2.60,1.47,1 - 0
