Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
02:00,MX1,Queretaro FC,CD Guadalajara,,0,0,0, , , ,0,0, , ,2 - 2
02:00,MX1,Santos,Leon,,0,0,0, , , ,0,0, , ,5 - 1
02:00,MX2,Atlante,Dorados,,0,0,0, , , ,0,0, , ,0 - 2
03:00,MX2,FC Juarez,Alebrijes De Oaxaca,,0,0,0, , , ,0,0, , ,0 - 0
03:00,MX2,Tampico Madero,Leones Negros,,0,0,0, , , ,0,0, , ,4 - 2
03:00,MX2,Atlante,Dorados,1X,38,32,29,2.23,3.07,3.38,72,28,1.58,2.20,0 - 2
03:00,MX1,Santos Laguna,León,1,57,24,19,1.84,3.65,3.55,54,46,2.38,1.55,5 - 1
03:00,MX1,Querétaro,Guadalajara,2,15,24,62,2.70,3.15,2.43,59,41,1.57,2.32,2 - 2
03:45,MX1,Monterrey,Cruz Azul,,0,0,0, , , ,0,0, , ,2 - 2
04:00,MX1,Puebla,Toluca,,0,0,0, , , ,0,0, , ,2 - 0
04:00,MX1,Pumas,Veracruz,,0,0,0, , , ,0,0, , ,1 - 2
04:00,MX2,Tampico Madero,Universidad Guadalajara,1X,57,23,20,2.38,2.95,2.75,46,54,1.54,2.32,4 - 2
04:00,MX2,Juárez,Alebrijes de Oaxaca,X2,37,26,37,2.00,3.10,3.30,50,50,1.58,2.20,0 - 0
04:06,MX1,Pachuca,Tijuana,,0,0,0, , , ,0,0, , ,2 - 0
04:45,MX1,Monterrey,Cruz Azul,1,66,18,16,1.85,3.55,3.60,29,71,1.76,2.00,2 - 2
05:00,MX1,Pumas UNAM,Veracruz,1,62,26,12,1.74,3.35,4.50,68,32,1.76,2.00,1 - 2
05:00,MX1,Puebla,Toluca,1X,57,23,20,2.50,3.10,2.65,46,54,1.65,2.17,2 - 0
05:06,MX1,Pachuca,Tijuana,1,71,22,7,1.73,3.30,4.70,68,32,1.65,2.17,2 - 0
17:00,UEFA,FC Astana,Sporting CP,1,84,13,3,3.65,3.15,2.26,52,48,1.67,2.34,1 - 3
18:00,UEFA,Astana,Sporting CP,1X,53,24,23,3.55,3.20,2.24,50,50,1.58,2.38,1 - 3
20:00,UEFA,Borussia Dortmund,Atalanta,X2,34,20,46,1.76,3.90,4.65,19,81,2.17,1.70,3 - 2
20:00,UEFA,Nice,Lokomotiv Moskva,X1,45,26,30,1.95,3.29,4.75,50,50,1.56,2.43,2 - 3
20:00,UEFA,Spartak Moskva,Athletic Club,X1,45,24,31,2.60,3.25,3.00,42,58,1.64,2.20,1 - 3
20:00,UEFA,Real Sociedad,Salzburg,1X,53,20,26,1.90,3.70,4.33,29,71,1.90,1.95,2 - 2
20:00,UEFA,Ludogorets,Milan,X2,33,27,40,3.55,3.28,2.20,54,46,1.58,2.38,0 - 3
20:00,UEFA,Östersunds FK,Arsenal,X2,39,23,39,8.00,4.75,1.44,35,65,2.07,1.72,0 - 3
20:00,UEFA,Olympique Marseille,Sporting Braga,X1,42,23,35,1.57,4.25,6.00,39,61,2.08,1.75,3 - 0
21:05,UEFA,Spartak Moscow,Athletic Bilbao,X2,9,36,55,2.64,3.15,2.98,87,13,1.70,2.32,1 - 3
21:05,UEFA,AEK Athens,Dynamo Kiev,2X,25,22,53,2.50,2.98,3.40,35,65,1.54,2.72,1 - 1
21:05,UEFA,Borussia Dortmund,Atalanta,2,3,13,84,1.76,3.90,4.90,52,48,2.10,1.84,3 - 2
21:05,UEFA,Celtic,Zenit St Petersburg,2,3,14,83,2.70,3.25,2.90,54,46,1.79,2.18,1 - 0
21:05,UEFA,FCSB,Lazio,2,23,18,58,4.00,3.30,2.04,19,81,1.75,2.24,1 - 0
21:05,UEFA,FC Copenhagen,Atletico Madrid,1X,67,27,6,7.80,3.70,1.58,77,23,1.57,2.60,1 - 4
21:05,UEFA,Ludogorets Razgrad,AC Milan,X2,29,24,47,3.85,3.25,2.14,44,56,1.64,2.44,0 - 3
21:05,UEFA,Lyon,Villarreal,1,64,17,18,1.97,3.65,4.10,19,81,2.02,1.91,3 - 1
21:05,UEFA,Marseille,Braga,X2,28,28,44,1.53,4.20,7.00,59,41,2.16,1.80,3 - 0
21:05,UEFA,Nice,Lokomotiv Moscow,1,67,18,15,1.96,3.35,4.60,35,65,1.65,2.42,2 - 3
21:05,UEFA,Ostersunds FK,Arsenal,X2,39,23,39,7.60,4.50,1.49,35,65,2.12,1.81,0 - 3
21:05,UEFA,Partizan Belgrade,Viktoria Plzen,1X,53,22,25,2.80,3.05,2.92,35,65,1.66,2.42,1 - 1
21:05,UEFA,Real Sociedad,Salzburg,1,72,16,12,1.91,3.55,4.50,29,71,1.93,1.99,2 - 2
21:05,UEFA,Napoli,RB Leipzig,X2,18,65,18,2.20,3.35,3.60,99,1,1.90,2.00,1 - 3
22:05,UEFA,København,Atlético Madrid,X1,45,26,30,8.00,3.79,1.57,50,50,1.50,2.50,1 - 4
22:05,UEFA,AEK Athens,Dynamo Kyiv,X1,40,27,33,2.50,3.00,3.39,54,46,1.44,2.70,1 - 1
22:05,UEFA,Celtic,Zenit,X2,35,22,42,2.65,3.20,2.85,32,68,1.74,2.08,1 - 0
22:05,UEFA,Napoli,RB Leipzig,1,91,6,1,2.25,3.35,3.40,34,66,1.79,2.04,1 - 3
22:05,UEFA,Olympique Lyonnais,Villarreal,1,64,17,18,2.08,3.55,3.60,19,81,2.00,1.81,3 - 1
