Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
02:00,MX2,Zacatepec,Atletico San Luis,1X,48,28,23, , , ,63,37, , ,0 - 2
03:00,MX2,Atlético Zacatepec,Atlético San Luis,1X,38,32,29,2.00,3.25,3.50,72,28,1.57,2.35,0 - 2
15:00,TR1,Denizlispor,Ümraniyespor,1X,38,32,29,3.03,3.29,2.53,72,28,1.57,2.25,2 - 0
15:00,TR1,Eskişehirspor,Gazişehir Gaziantep,X1,43,19,37,3.02,3.58,2.36,17,83,2.14,1.63,1 - 4
18:00,UEFA,CSKA Moscow,Crvena Zvezda,X2,16,61,23,1.81,3.40,6.20,98,2,1.54,2.80,1 - 0
18:00,TR1,İstanbulspor,Manisaspor,1,74,20,6,1.23,4.70,12.00,63,37,1.90,1.80,1 - 0
18:00,TR1,Elazığspor,Giresunspor,X2,28,28,44,2.55,3.13,3.10,59,41,1.57,2.25,2 - 1
18:30,GE2,Darmstadt,Kaiserslautern,X1,41,25,34,2.40,3.35,3.40,46,54,1.70,2.38,1 - 2
18:45,SP1,Leganes,Real Madrid,2X,23,20,56,9.00,5.20,1.42,32,68,2.52,1.64,1 - 3
19:00,UEFA,CSKA Moskva,Crvena Zvezda,1,65,21,15,1.68,3.44,6.88,46,54,1.45,2.75,1 - 0
19:30,GE2,Darmstadt 98,Kaiserslautern,X1,41,25,34,2.32,2.98,3.20,46,54,1.79,2.12,1 - 2
19:45,SP1,Leganés,Real Madrid,2X,23,20,56,8.50,4.75,1.39,32,68,2.38,1.60,1 - 3
20:00,PR1,Estoril,Porto,2,19,18,62,11.00,5.75,1.23,26,74,2.48,1.50,1 - 3
20:45,EGC,Bristol City,Fulham,X2,35,22,42,2.78,3.70,2.66,32,68,2.52,1.64,1 - 1
20:45,CHL,Shakhtar,Roma,1X,53,20,27,2.58,3.40,3.10,24,76,1.91,2.08,2 - 1
20:45,EGC,Derby County,Leeds United,1X,53,24,23,1.92,3.50,4.90,50,50,1.80,2.20,2 - 2
20:45,EG1,Rochdale,Milton Keynes Dons,X2,33,34,33,1.89,3.80,4.70,77,23,1.90,2.04,0 - 0
20:45,CHL,Sevilla,Manchester United,1X,56,19,25,3.00,3.30,2.70,21,79,1.85,2.16,0 - 0
20:45,EGC,Ipswich,Cardiff City,2X,19,29,53,3.80,3.30,2.26,68,32,1.71,2.36,0 - 1
20:45,EGC,Wolverhampton,Norwich City,1X,53,26,21,1.65,3.85,7.20,59,41,1.79,2.24,2 - 2
21:45,EG1,Rochdale,Milton Keynes Dons,1X,44,30,26,1.81,3.79,4.68,68,32,1.91,1.85,0 - 0
21:45,EGC,Bristol City,Fulham,X2,35,22,42,2.87,3.63,2.49,32,68,2.35,1.65,1 - 1
21:45,EGC,Derby County,Leeds United,1X,53,24,23,1.90,3.55,4.59,50,50,1.81,2.11,2 - 2
21:45,EGC,Ipswich Town,Cardiff City,2X,19,29,53,4.11,3.30,2.09,68,32,1.60,2.42,0 - 1
21:45,EGC,Wolverhampton Wanderers,Norwich City,1X,53,26,21,1.58,3.86,7.58,59,41,1.79,2.13,2 - 2
21:45,CHL,Sevilla,Manchester United,1X,53,21,26,2.69,3.29,2.89,29,71,1.85,2.08,0 - 0
21:45,CHL,Shakhtar Donetsk,Roma,1,69,16,14,2.62,3.37,2.92,26,74,2.03,1.89,2 - 1
