Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,MX1,Lobos BUAP,Toluca,X1,41,25,34, , , ,46,54, , ,
00:00,MX1,Queretaro FC,Puebla,X2,21,39,41, , , ,85,15, , ,
00:00,AR1,Independiente,Atletico Tucuman,1X,48,31,21, , , ,72,28, , ,
00:00,AR1,Independiente,Atletico Tucuman,1X,48,31,21, , , ,72,28, , ,0 - 2
00:00,MX1,Lobos BUAP,Toluca,X1,41,25,34, , , ,46,54, , ,1 - 2
00:00,MX1,Queretaro FC,Puebla,X2,21,39,41, , , ,85,15, , ,2 - 1
00:00,CL,O'Higgins,San Luis,1X,53,26,21,1.65,3.60,4.25,59,41,1.98,1.76,4 - 0
01:00,MX2,FC Juarez,Zacatepec,X2,14,40,46, , , ,89,11, , ,0 - 1
01:00,MLS,Chicago Fire,Portland Timbers,1,65,22,13,2.18,3.73,3.37,54,46,2.25,1.64,2 - 2
02:00,MX1,Tigres,Leon,1,61,22,17,1.61,4.20,5.90,50,50,2.20,1.80,4 - 1
02:00,MX2,Alebrijes De Oaxaca,Celaya,1,60,21,18,2.64,1.01,3.20,42,58,1.72,1.98,0 - 0
02:00,MX2,Juárez,Atlético Zacatepec,X2,14,40,46,2.62,3.20,2.50,89,11,1.57,2.35,0 - 1
02:00,MX1,Lobos BUAP,Toluca,X1,41,25,34,3.00,3.63,2.40,46,54,2.18,1.75,1 - 2
02:00,MX1,Querétaro,Puebla,X2,21,39,41,2.74,3.06,3.00,85,15,1.54,2.55,2 - 1
02:00,AR1,Independiente,Atlético Tucumán,1X,48,31,21,1.38,4.20,8.00,72,28,1.84,1.92,0 - 2
02:06,MX1,Pachuca,Monterrey,X1,49,23,28,2.88,3.45,2.56,39,61,2.02,1.88,1 - 2
02:30,CL,Curicó Unido,Deportes Temuco,1X,53,24,23,2.08,3.10,3.25,50,50,1.65,2.16,1 - 1
03:00,MX2,Tampico Madero,Tapachula,2X,33,21,46, , , ,29,71, , ,1 - 0
03:00,MLS,Minnesota United,Atlanta United,1,73,19,8,3.64,3.71,2.08,54,46,2.43,1.55,0 - 1
03:00,MLS,SJ Earthquakes,New York City,1X,53,22,25,2.59,3.75,2.69,35,65,2.14,1.71,1 - 2
03:30,MLS,Houston Dynamo,New England,1,57,24,19,1.68,4.34,4.96,54,46,2.43,1.55,0 - 2
03:30,MLS,Sporting KC,DC United,1X,44,28,28,1.48,4.75,7.21,59,41,2.08,1.74,1 - 0
04:00,MX1,CF America,Cruz Azul,1X,53,21,26,2.18,3.30,3.75,29,71,1.75,2.22,2 - 1
04:00,MX2,Dorados,Correcaminos UAT,X2,33,27,40, , , ,54,46,1.70,1.98,3 - 0
04:00,MLS,Colorado Rapids,Philadelphia Union,1X,44,30,26,2.15,3.35,3.25,68,32,1.84,1.96,3 - 0
04:00,MX2,Alebrijes de Oaxaca,Celaya,1,60,21,18,2.72,2.73,3.02,42,58,1.64,2.20,0 - 0
04:00,MX1,Tigres UANL,León,1,61,22,17,1.63,4.32,5.55,50,50,2.23,1.71,4 - 1
04:06,MX1,Pachuca,Monterrey,X1,49,23,28,2.73,3.62,2.62,39,61,2.04,1.86,1 - 2
05:00,MLS,Seattle Sounders,Montreal Impact,1,59,19,22,1.54,4.00,5.75,24,76,2.12,1.72,0 - 1
05:00,MX2,Tampico Madero,Cafetaleros de Tapachula,2X,33,21,46,2.20,3.20,3.10,29,71,1.72,2.07,1 - 0
06:00,MX2,Dorados,Correcaminos UAT,X2,33,27,40,1.88,3.45,4.10,54,46,1.57,2.35,3 - 0
06:00,MX1,América,Cruz Azul,1X,60,20,20,2.33,3.25,3.48,35,65,1.69,2.27,2 - 1
08:00,A1,Newcastle Jets,Melbourne City,1X,53,21,26,2.56,3.70,2.76,29,71,2.08,1.71,0 - 3
10:00,A1,Newcastle Jets,Melbourne City,1X,53,21,26,2.65,3.65,2.48,29,71,2.20,1.67,0 - 3
11:00,LAT1,RFS,FS Metta/LU,1,67,25,8, , , ,72,28, , ,3 - 1
11:30,NT1,VVV Venlo,FC Twente,1,57,26,17,2.38,3.30,3.00,63,37,1.86,1.88,0 - 0
12:30,GE2,Arminia Bielefeld,Holstein Kiel,1,61,22,17,2.90,3.50,2.46,50,50,2.10,1.73,1 - 1
12:30,SCP,Dundee FC,Hearts,X2,27,37,37,2.90,3.15,2.62,81,19,1.73,2.16,1 - 1
12:30,GE2,Bochum,Eintracht Braunschweig,X2,29,32,38,2.20,3.20,3.80,72,28,1.75,2.06,2 - 0
12:30,GE2,Greuther Fuerth,Union Berlin,X2,27,24,49,2.66,3.25,2.60,46,54,1.78,1.88,2 - 1
12:30,GE2,St. Pauli,Sandhausen,1X,53,32,16,2.30,3.20,3.55,77,23,1.58,2.46,1 - 1
12:30,GE2,Jahn Regensburg,Erzgebirge Aue,1,71,17,12,1.88,3.30,4.10,39,61,1.89,1.89,1 - 3
13:00,EST1,Flora Tallinn,Talinna Kalev,1,90,7,2, , , ,37,63, , ,1 - 0
13:00,GR1,Larissa,Panetolikos,X2,8,48,43, , , ,95,5, , ,
13:00,TR1,Elazığspor,Manisaspor,1X,63,28,9,1.10,7.50,15.00,77,23,2.75,1.40,8 - 1
13:00,SP2,Sevilla II,Barcelona II,2,17,26,57,3.04,3.15,2.61,63,37,1.61,2.25,3 - 1
13:00,SP1,Espanyol,Deportivo Alavés,1X,38,32,29,1.96,3.29,4.75,72,28,1.55,2.50,0 - 0
13:00,LAT1,Rīgas FS,Metta / LU,1,67,25,8,1.36,4.50,7.00,72,28,1.98,1.83,3 - 1
13:30,NT1,Groningen,Ajax,X2,37,19,43,10.50,6.00,1.29,17,83,3.00,1.39,1 - 2
13:30,NT1,Heracles,Heerenveen,X1,45,24,31,2.86,3.70,2.30,42,58,2.20,1.56,1 - 2
13:30,EGP,Arsenal,Stoke City,1,84,11,4,1.32,6.40,11.50,35,65,3.00,1.46,3 - 0
13:30,TR,Göztepe,Kasımpaşa,X1,45,24,31,2.20,3.50,3.20,42,58,2.29,1.60,0 - 2
13:30,TR,Osmanlıspor,Konyaspor,1X,48,28,23,2.14,3.10,3.60,63,37,1.72,2.07,0 - 0
