Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
09:50,A1,Melbourne Victory,Brisbane Roar FC,X2,37,26,37,1.68,4.00,4.80,50,50,2.42,1.04,1 - 2
10:50,A1,Melbourne Victory,Brisbane Roar,X1,41,25,34,1.63,4.39,5.40,46,54,2.50,1.57,1 - 2
17:00,RO1,ACS Poli Timisoara,FC Voluntari,X2,24,34,42, , , ,77,23, , ,2 - 3
17:00,TR1,Gaziantepspor,Adana Demirspor,X2,21,57,21,6.10,4.35,1.38,97,3,2.25,1.57,0 - 3
18:00,PL1,Wisla Plock,Gornik Zabrze,1X,53,21,26,2.00,3.65,3.80,29,71,2.10,1.82,4 - 2
18:00,TR1,Yeni Malatyaspor,Kasimpasa,X2,35,31,35, , , ,68,32, , ,1 - 1
18:00,CRO1,Inter Zapresic,Slaven,1,77,17,5, , , ,59,41, , ,0 - 0
18:00,RO1,ACS Poli Timişoara,Voluntari,X2,24,34,42,2.27,3.07,3.79,77,23,1.45,2.75,2 - 3
18:30,GE2,Bochum,Darmstadt,2X,26,30,44,2.02,3.50,3.90,68,32,1.85,2.08,2 - 1
18:30,GE2,Kaiserslautern,Holstein Kiel,2,12,26,62,3.75,3.50,2.04,68,32,1.92,2.00,3 - 1
19:00,DN1,AC Horsens,FC Midtjylland,2X,24,20,56,5.10,3.90,1.73,26,74,2.24,1.74,0 - 2
19:00,TR,Yeni Malatyaspor,Kasımpaşa,X2,35,31,35,2.27,3.34,3.44,68,32,1.74,2.04,1 - 1
19:00,PL,Wisła Płock,Górnik Zabrze,1X,53,21,26,1.95,3.50,3.70,29,71,2.04,1.74,4 - 2
19:00,CRO1,Inter Zaprešić,Slaven Koprivnica,1,77,17,5,2.45,3.05,2.65,59,41, , ,0 - 0
19:30,GE2,Bochum,Darmstadt 98,2X,26,30,44,1.95,3.35,3.85,68,32,1.76,2.00,2 - 1
19:30,GE2,Kaiserslautern,Holstein Kiel,2,12,26,62,3.85,3.45,1.95,68,32,1.85,1.90,3 - 1
19:45,RO1,Astra Giurgiu,Gaz Metan Medias,1,76,17,7, , , ,50,50, , ,4 - 3
20:00,NT2,Cambuur,MVV Maastricht,1X,56,20,23,1.62,4.10,5.20,32,68,2.52,1.59,0 - 2
20:00,NT2,De Graafschap,Volendam,1X,55,18,26,1.58,4.60,5.30,17,83,3.30,1.37,2 - 1
20:00,NT2,Den Bosch,FC Eindhoven,1X,60,20,20,2.12,3.95,3.20,35,65,3.00,1.43,4 - 0
20:00,NT2,Dordrecht,Helmond Sport,1,69,20,11,2.16,3.65,3.35,50,50,2.28,1.71,3 - 2
20:00,NT2,FC Oss,Almere City FC,2X,21,19,59,3.30,3.90,2.08,29,71,2.98,1.45,5 - 1
20:00,NT2,Go Ahead Eagles,Emmen,2X,25,26,49,3.80,3.95,1.96,54,46,2.68,1.53,
20:00,NT2,Telstar,Jong Ajax,X1,43,19,37,3.40,4.20,1.98,14,86,3.40,1.33,3 - 3
20:00,FR2,Tours,Paris FC,1X,48,31,21,3.05,3.05,2.64,72,28,1.60,2.50,1 - 2
20:00,FR2,Reims,Sochaux,1X,53,22,25,1.76,3.60,5.50,35,65,1.84,2.10,3 - 0
20:00,FR2,Niort,Orleans,1X,53,32,16,2.52,3.10,3.15,77,23,1.73,2.24,2 - 3
20:00,NT2,Jong Utrecht,Waalwijk,X1,37,37,27,3.55,3.80,2.04,81,19,2.52,1.57,5 - 2
20:00,FR2,Ajaccio,Lorient,X2,30,26,45,2.68,3.15,2.96,50,50,1.78,2.16,3 - 2
20:00,FR2,Chateauroux,Bourg en Bresse 01,X1,37,37,27,1.70,3.90,5.40,81,19,2.14,1.79,3 - 1
20:00,FR2,Clermont Foot,GFC Ajaccio,1X,40,29,31,1.77,3.55,5.40,63,37,1.81,2.14,1 - 0
20:00,FR2,Le Havre,Brest,X2,24,23,53,2.14,3.35,3.75,42,58,1.89,2.02,1 - 0
20:00,FR2,Nancy,Quevilly,2X,21,26,53,1.87,3.50,4.80,59,41,1.86,2.06,1 - 2
20:00,DN1,Horsens,Midtjylland,2X,24,20,56,4.60,3.90,1.72,26,74,2.28,1.64,0 - 2
20:30,PL1,Zaglebie Lubin,Legia Warszawa,X1,42,23,35,3.55,3.35,2.18,39,61,1.80,2.06,2 - 3
20:30,GE1,RB Leipzig,Augsburg,1X,49,22,29,1.79,3.70,5.00,32,68,2.08,1.86,2 - 0
20:30,BL1,Genk,Zulte-Waregem,2,15,24,62,1.84,3.70,4.50,59,41,2.14,1.78,3 - 1
20:45,FR1,Saint-Etienne,Marseille,X2,27,24,49,4.20,3.65,1.92,46,54,2.04,1.89,2 - 2
20:45,EGC,Millwall,Cardiff City,X2,38,24,38,2.74,3.20,2.88,42,58,1.75,2.24,1 - 1
20:45,EG2,Cambridge United,Lincoln,2X,25,26,49,3.10,3.35,2.38,54,46,1.76,2.16,0 - 0
20:45,ITA,Fiorentina,Juventus,2X,25,22,53,5.10,3.30,1.90,35,65,1.70,2.32,0 - 2
20:45,WAL1,The New Saints,Bangor City,1,70,17,13, , , ,32,68, , ,3 - 0
20:45,RO1,Astra,Gaz Metan Mediaş,1,76,17,7,1.54,3.94,7.87,50,50,1.68,2.24,4 - 3
21:00,SP2,Granada,Valladolid,1,69,20,11,2.14,3.35,3.70,50,50,1.90,2.00,1 - 0
21:00,SP1,Athletic Bilbao,Las Palmas,X1,38,45,16,1.45,4.70,7.60,92,8,2.42,1.65,0 - 0
21:00,WAL1,Aberystwyth,Llandudno,1,71,17,12, , , ,39,61, , ,3 - 1
21:00,FR2,Ajaccio,Lorient,X2,34,25,41,3.05,3.18,2.58,46,54,1.71,2.07,3 - 2
21:00,FR2,Châteauroux,Bourg-en-Bresse,X1,37,37,27,1.72,3.79,5.43,81,19,1.88,1.98,3 - 1
21:00,FR2,Clermont,Gazélec Ajaccio,X1,36,28,36,1.81,3.52,5.13,59,41,1.71,2.07,1 - 0
21:00,FR2,Le Havre,Brest,X2,24,23,53,2.63,3.18,2.98,42,58,1.75,2.04,1 - 0
21:00,FR2,Nancy,Quevilly Rouen,2X,21,26,53,1.73,3.63,5.65,59,41,1.80,1.96,1 - 2
21:00,FR2,Niort,Orléans,1X,53,32,16,2.24,3.27,3.60,77,23,1.73,2.18,2 - 3
21:00,FR2,Reims,Sochaux,1X,53,22,25,1.74,3.65,5.59,35,65,1.74,2.04,3 - 0
21:00,FR2,Tours,Paris,1X,42,34,24,3.13,3.06,2.61,77,23,1.52,2.43,1 - 2
21:00,NT2,SC Cambuur,MVV Maastricht,1X,56,20,23,1.59,4.39,5.73,32,68,2.38,1.55,0 - 2
21:00,NT2,FC Dordrecht,Helmond Sport,1,69,20,11,2.07,3.86,3.49,50,50,2.15,1.66,3 - 2
21:00,NT2,FC Den Bosch,FC Eindhoven,1,68,19,13,2.15,3.93,3.22,42,58, , ,4 - 0
21:00,NT2,Graafschap,FC Volendam,1X,55,18,26,1.64,4.39,5.16,17,83, , ,2 - 1
21:00,NT2,FC Oss,Almere City,2X,21,19,59,3.28,3.95,2.12,29,71, , ,5 - 1
21:00,NT2,Telstar,Jong Ajax,X1,43,19,37,3.50,4.09,2.00,14,86, , ,3 - 3
21:00,NT2,Jong Utrecht,RKC Waalwijk,X1,37,37,27,3.42,3.86,2.09,81,19,2.63,1.50,5 - 2
21:30,PR1,Pacos Ferreira,Tondela,1X,52,36,12,2.14,3.25,3.80,85,15,1.69,2.26,0 - 2
21:30,PL,Zagłębie Lubin,Legia Warszawa,X1,42,23,35,3.35,3.25,2.15,39,61,1.73,2.04,2 - 3
21:30,BL1,Genk,Zulte-Waregem,2,15,24,62,1.76,3.98,4.79,59,41,2.10,1.79,3 - 1
21:30,GE1,RB Leipzig,Augsburg,1X,49,22,29,1.76,3.55,4.90,32,68,2.05,1.76,2 - 0
21:45,WAL1,The New Saints,Bangor City,1,72,16,12, , , ,29,71, , ,3 - 0
21:45,ITA,Fiorentina,Juventus,2X,25,22,53,4.75,3.54,1.88,35,65,1.65,2.25,0 - 2
21:45,FR1,Saint-Étienne,Olympique Marseille,X2,27,24,49,3.95,3.67,2.00,46,54,1.95,1.85,2 - 2
21:45,EG2,Cambridge United,Lincoln City,2X,25,26,49,3.18,3.35,2.40,54,46,1.74,2.17,0 - 0
21:45,EGC,Millwall,Cardiff City,X2,38,24,38,2.69,3.28,2.87,42,58,1.71,2.24,1 - 1
22:00,WAL1,Aberystwyth Town,Llandudno,1,78,13,8, , , ,29,71, , ,3 - 1
22:00,SP2,Granada,Real Valladolid,1,65,21,15,2.17,3.47,3.55,46,54,1.85,1.90,1 - 0
