Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,AR1,Temperley,Talleres Córdoba,X2,29,32,38,4.22,3.20,2.08,72,28,1.50,2.45,0 - 1
00:00,AR1,Chacarita Juniors,Vélez Sarsfield,1X,63,32,5,3.48,3.12,2.39,85,15,1.45,2.82,2 - 0
01:00,CL,San Luis,Curicó Unido,1X,48,31,21,2.40,3.00,2.75,72,28,1.62,2.23,1 - 0
01:15,AR1,San Martin S.J.,Tigre,1,62,26,12,2.52,3.20,3.05,68,32,1.71,2.26,0 - 0
02:15,AR1,San Martín San Juan,Tigre,1,62,26,12,2.87,3.12,2.81,68,32,1.66,2.31,0 - 0
20:45,SCP,Partick Thistle,Rangers,X2,37,26,37,5.90,4.00,1.63,50,50,2.04,1.88,0 - 2
20:45,SCP,Motherwell,St.Johnstone,X2,31,29,40,2.16,3.25,3.85,63,37,1.66,2.36,2 - 0
20:45,NT1,PEC Zwolle,Heerenveen,X2,28,28,44,2.86,3.55,2.54,59,41,2.14,1.79,3 - 2
20:45,EG2,Accrington Stanley,Swindon Town,1X,56,20,24,2.44,3.40,3.00,26,74,2.00,1.92,2 - 1
20:45,EG1,Bury,AFC Wimbledon,2X,11,32,58,2.78,3.10,2.94,81,19,1.53,2.70,2 - 1
20:45,SC1,Falkirk,Brechin,1,67,18,15, , , ,35,65, , ,3 - 1
21:00,PR1,Aves,Boavista,2X,19,29,53,2.44,3.10,3.35,68,32,1.58,2.58,3 - 0
21:45,SC1,Falkirk,Brechin City,1,67,18,15,1.28,5.20,8.00,35,65,2.48,1.50,3 - 1
21:45,SCP,Motherwell,St. Johnstone,X2,31,29,40,2.15,3.38,3.78,63,37,1.68,2.27,2 - 0
21:45,SCP,Partick Thistle,Rangers,X2,37,26,37,6.53,4.19,1.58,50,50,2.04,1.86,0 - 2
21:45,NT1,PEC Zwolle,SC Heerenveen,X2,28,28,44,2.79,3.50,2.59,59,41,2.10,1.79,3 - 2
21:45,EG2,Accrington Stanley,Swindon Town,1X,49,20,31,2.25,3.35,3.10,21,79,1.82,1.93,2 - 1
21:45,EG1,Bury,AFC Wimbledon,2X,11,32,58,2.70,2.95,2.80,81,19,1.46,2.60,2 - 1
22:00,PR1,Desportivo Aves,Boavista,2X,19,29,53,2.36,3.08,3.55,68,32,1.57,2.50,3 - 0
