Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
01:30,AR1,Godoy Cruz,Lanus,1,65,22,13,1.93,3.30,4.70,55,45,1.64,2.40,4 - 1
02:30,AR1,Godoy Cruz,Lanús,1,57,26,17,1.85,3.25,4.10,63,37,1.54,2.38,4 - 1
18:30,NT1,ADO Den Haag,Vitesse,1X,63,19,18,3.70,3.55,2.10,32,68,1.99,1.94,1 - 0
19:30,NT1,ADO Den Haag,Vitesse,1X,63,19,18,3.17,3.51,2.33,32,68,2.02,1.86,1 - 0
20:00,NT2,NEC Nijmegen,Jong PSV,1,60,16,22,1.53,4.80,5.80,14,86,3.00,1.41,2 - 0
20:45,NT1,Feyenoord,Groningen,1X,57,22,22,1.24,6.60,14.00,39,61,2.78,1.50,3 - 0
20:45,WAL1,Bala Town,Cefn Druids AFC,1X,40,29,31, , , ,63,37, , ,1 - 0
21:00,NT2,NEC,Jong PSV,1,60,16,22,1.37,5.72,7.90,14,86,3.10,1.35,2 - 0
21:45,WAL1,Bala Town,Cefn Druids,1X,44,28,28, , , ,59,41, , ,1 - 0
21:45,NT1,Feyenoord,FC Groningen,1X,57,22,22,1.19,7.50,17.20,39,61,3.00,1.40,3 - 0
