Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,MX2,Celaya,Leones Negros,X1,41,25,34, , , ,46,54, , ,
00:00,MX2,Celaya,Leones Negros,X1,41,25,34, , , ,46,54, , ,
00:00,MX2,Celaya,Leones Negros,X1,41,25,34, , , ,46,54, , ,1 - 1
00:00,MLS,Columbus Crew,DC United,1,68,19,13,1.63,3.95,4.90,42,58,2.08,1.74,3 - 1
01:00,MLS,New York RB,Minnesota United,X1,42,22,35,1.28,5.80,8.50,32,68,2.65,1.48,3 - 0
01:00,MX2,Atlético Zacatepec,Alebrijes de Oaxaca,X2,33,27,40,2.39,3.20,3.00,54,46,1.63,2.25,3 - 2
04:00,MX2,Zacatepec,Alebrijes De Oaxaca,X2,33,27,40, , , ,54,46, , ,3 - 2
04:00,MLS,Colorado Rapids,Sporting KC,X2,33,27,40,3.10,3.10,2.40,54,46,1.64,2.25,2 - 2
04:00,MX2,Celaya,Universidad Guadalajara,X1,41,25,34,1.94,3.11,4.26,46,54,1.85,1.95,1 - 1
05:00,MLS,Vancouver Whitecaps,LA Galaxy,1X,57,22,22,1.61,4.10,4.90,39,61,2.14,1.71,0 - 0
07:00,A1,Wellington Phoenix,Brisbane Roar FC,2X,23,24,53,3.70,3.90,2.06,50,50,2.38,1.65,2 - 2
09:00,A1,Perth Glory,Melbourne Victory,X2,38,24,38,3.40,3.80,2.08,42,58,2.62,1.59,1 - 0
09:00,A1,Wellington Phoenix,Brisbane Roar,2X,23,24,53,3.70,3.80,1.94,50,50,2.38,1.58,2 - 2
11:00,A1,Perth Glory,Melbourne Victory,X2,38,24,38,2.80,3.75,2.33,42,58,2.55,1.52,1 - 0
11:30,ITB,Parma,Foggia,X2,37,26,37,2.08,3.30,4.00,50,50,1.89,1.98,3 - 1
13:00,SP2,Alcorcón,Gimnàstic Tarragona,X2,35,31,35,1.83,3.46,5.00,68,32,1.66,2.14,1 - 0
13:30,NT2,Jong Ajax,Jong AZ Alkmaar,1,76,13,9,1.29,7.20,10.00,24,76,4.20,1.22,0 - 1
13:30,NT2,Volendam,Den Bosch,1,76,13,9,1.82,3.95,4.10,24,76,2.34,1.59,1 - 0
13:30,EG2,Chesterfield,Notts County,1X,48,28,23,3.75,3.40,2.20,63,37,1.70,2.30,3 - 1
13:30,NT2,Dordrecht,Go Ahead Eagles,1X,60,20,20,1.92,3.65,3.35,35,65,1.39,1.05,1 - 2
13:30,NT2,Almere City FC,Emmen,1X,56,20,24,2.76,3.65,2.40,26,74,2.32,1.55,2 - 2
13:30,ITB,Parma,Foggia,X2,37,26,37,2.05,3.15,3.85,50,50,1.72,2.06,3 - 1
14:00,ITB,Cremonese,Entella,1X,40,29,31,1.93,3.40,5.00,63,37,1.60,2.16,0 - 1
14:00,ITB,Palermo,Carpi,1,69,20,11,1.88,3.35,5.80,50,50,1.53,2.54,4 - 0
14:00,ITB,Pescara,Empoli,2,7,17,76,3.65,3.55,2.16,50,50,2.14,1.70,0 - 1
14:00,ITB,Pro Vercelli,Avellino,X2,24,34,42,2.34,3.15,3.45,77,23,1.72,2.20,0 - 0
14:00,ITB,Ternana,Frosinone,X1,49,24,27,4.30,3.40,1.99,46,54,2.00,1.88,0 - 0
14:00,ITB,Salernitana,Novara,1X,38,32,29,2.10,3.15,3.95,72,28,1.59,2.28,1 - 0
14:00,WAL1,The New Saints,Cefn Druids AFC,,0,0,0, , , ,0,0, , ,5 - 1
14:30,WAL1,Cardiff Met,Bangor City,1X,48,28,23, , , ,63,37, , ,1 - 2
15:30,NT2,FC Dordrecht,Go Ahead Eagles,1X,60,20,20,1.95,3.65,3.45,35,65,2.20,1.64,1 - 2
15:30,NT2,Jong Ajax,Jong AZ,1,76,13,9,1.26,6.10,7.50,24,76,4.10,1.22,0 - 1
15:30,NT2,Almere City,FC Emmen,1X,56,20,24,2.95,3.80,2.10,26,74,2.75,1.43,2 - 2
15:30,NT2,FC Volendam,FC Den Bosch,1,76,13,9,1.72,3.90,4.10,24,76,2.48,1.50,1 - 0
15:30,EG2,Chesterfield,Notts County,1X,48,28,23,3.45,3.35,2.10,63,37,1.62,2.23,3 - 1
16:00,SP2,Alcorcon,Gimnastic,X2,35,31,35,1.96,3.35,4.80,68,32,1.67,2.42,1 - 0
16:00,SP2,Barcelona B,Osasuna,1X,47,35,18,3.10,3.05,2.72,81,19,1.54,2.68,0 - 2
16:00,SP2,Tenerife,Lorca FC,1,57,24,19,1.36,4.90,10.50,54,46,2.00,1.93,2 - 0
16:00,SP2,Granada,Numancia,1X,53,26,21,2.16,3.40,3.95,59,41,1.74,2.22,1 - 0
16:00,SP2,Zaragoza,Sevilla Atletico,1,71,22,7,1.36,5.30,11.50,68,32,2.14,1.82,0 - 1
16:00,EG1,Portsmouth,Oxford United,2X,23,28,48,1.93,3.65,4.50,63,37,1.86,2.10,3 - 0
16:00,WAL1,The New Saints,Cefn Druids,1,71,15,13, , , ,24,76, , ,5 - 1
16:00,ITB,Pro Vercelli,Avellino,X2,24,34,42,2.10,3.20,3.60,77,23,1.61,2.25,0 - 0
16:00,ITB,Palermo,Carpi,1,69,20,11,1.60,3.40,6.40,50,50,1.46,2.60,4 - 0
16:00,ITB,Pescara,Empoli,2,7,17,76,3.60,3.30,2.05,50,50,2.12,1.68,0 - 1
16:00,ITB,Ternana,Frosinone,X1,49,24,27,3.95,3.30,1.95,46,54,1.74,2.02,0 - 0
16:00,ITB,Salernitana,Novara,1X,38,32,29,2.10,3.10,3.70,72,28,1.58,2.30,1 - 0
16:00,ITB,Cremonese,Virtus Entella,1X,40,29,31,2.00,3.05,4.20,63,37,1.65,2.18,0 - 1
16:30,WAL1,Cardiff MU,Bangor City,1X,44,30,26, , , ,68,32, , ,1 - 2
17:00,ITB,Venezia,Cittadella,X1,42,22,35,2.30,3.20,3.15,32,68,1.61,2.16,2 - 1
17:00,SP2,Real Zaragoza,Sevilla II,1,71,22,7,1.37,5.29,8.98,68,32,2.28,1.58,0 - 1
17:00,PR2,Sporting Covilhã,Sporting Braga II,1X,44,28,28,2.39,3.00,3.29,59,41,1.39,2.87,1 - 0
17:00,PR2,Real,Oliveirense,1,62,18,19,1.83,3.59,4.73,26,74,1.65,2.10,1 - 0
17:00,PR2,Vitória Guimarães II,Santa Clara,1,62,24,15,3.46,3.22,2.30,59,41,1.62,2.16,0 - 2
18:00,PR2,Gil Vicente,Arouca,2,6,20,74,3.39,3.09,2.41,63,37,1.45,2.55,0 - 3
18:00,PR2,Academico Viseu,Famalicão,1X,60,32,8,1.63,3.70,6.54,83,17,1.56,2.28,0 - 1
18:00,EG1,Portsmouth,Oxford United,2X,23,28,48,1.89,3.60,3.90,63,37,1.88,1.88,3 - 0
18:45,PL1,Odra Opole,Katowice,2X,23,24,53,2.86,3.15,2.72,50,50,1.56,2.25,1 - 2
19:00,SP2,Barcelona II,Osasuna,1X,47,35,18,2.81,2.97,2.95,81,19,1.53,2.43,0 - 2
19:00,ITB,Venezia,Cittadella,X1,42,22,35,2.40,3.00,3.20,32,68,1.71,2.07,2 - 1
19:30,ITB,Cesena,Perugia,X2,34,25,41,2.96,3.30,2.58,46,54,1.68,2.06,1 - 1
21:00,SP2,Tenerife,Lorca,1,68,19,13,1.37,5.25,9.06,42,58,2.31,1.65,2 - 0
21:30,SP2,Granada,Numancia,1X,53,26,21,1.94,3.43,4.47,59,41,1.68,2.25,1 - 0
21:30,ITB,Cesena,Perugia,X2,34,25,41,3.10,3.10,2.40,46,54,1.66,2.16,1 - 1
