Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,AR1,Banfield,Unión Santa Fe,X2,21,39,41,2.77,3.03,2.99,85,15,1.48,2.73,0 - 2
01:00,CL,Huachipato,Unión La Calera,1,57,24,19,2.24,3.58,3.28,54,46,1.98,1.90,2 - 0
01:15,AR1,Tigre,Independiente,X2,30,26,45,3.30,3.40,2.40,50,50,1.88,2.10,1 - 1
02:15,AR1,Tigre,Independiente,X2,33,27,40,3.00,3.20,2.25,54,46,1.76,2.00,1 - 1
20:45,EG2,Port Vale,Exeter City,1X,49,26,25,2.38,3.30,3.40,54,46,1.69,2.30,0 - 1
20:45,EG2,Crewe Alexandra,Forest Green Rovers,X2,33,34,33,2.14,3.50,3.70,77,23,1.91,2.00,3 - 1
20:45,EG2,Morecambe,Colchester United,1,57,24,19,3.10,3.30,2.58,54,46,1.73,2.22,0 - 0
20:45,EG1,Northampton Town,Shrewsbury Town,2X,23,24,53,3.80,3.20,2.28,50,50,1.61,2.48,1 - 1
20:45,SC1,Brechin,Dunfermline,X1,46,40,14,7.40,4.50,1.51,89,11,1.99,1.93,0 - 3
20:45,EG1,Rochdale,Fleetwood Town,2X,16,32,53,1.92,3.45,4.80,77,23,1.67,2.38,0 - 2
20:45,SC1,Dundee FC,Queen of South,1X,49,21,30,1.91,3.65,4.30,26,74,2.00,1.95,2 - 3
21:45,SC1,Brechin City,Dunfermline Athletic,X1,46,40,14,10.98,4.88,1.34,89,11,2.04,1.76,0 - 3
21:45,SC1,Dundee United,Queen of the South,1X,49,21,30,1.82,3.83,4.56,26,74,2.08,1.81,2 - 3
21:45,EG2,Port Vale,Exeter City,X1,45,26,30,2.56,3.31,2.96,50,50,1.69,2.23,0 - 1
21:45,EG2,Crewe Alexandra,Forest Green Rovers,1X,44,30,26,2.47,2.91,3.41,68,32,1.83,2.05,3 - 1
21:45,EG2,Morecambe,Colchester United,1,57,24,19,2.78,3.27,2.59,54,46,1.73,2.04,0 - 0
21:45,EG1,Rochdale,Fleetwood Town,2X,16,32,53,1.90,3.30,4.97,77,23,1.58,2.28,0 - 2
21:45,EG1,Northampton Town,Shrewsbury Town,2X,23,24,53,4.35,3.19,2.01,50,50,1.50,2.62,1 - 1
