Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
01:00,BRB,Fortaleza,Goiás,1X,49,26,25,1.81,3.48,5.17,54,46,1.56,2.33,3 - 0
01:00,BRC,Náutico,Salgueiro,1,62,26,12,1.60,3.50,5.25,68,32,1.55,2.32,3 - 0
01:30,BRC,Joinville,Cuiabá,1,71,17,12, , , ,39,61, , ,2 - 3
02:00,AR1,Belgrano,Temperley,1,66,23,11,1.35,4.93,11.27,63,37,1.88,2.00,2 - 3
02:00,CL,Everton,Curicó Unido,1X,38,32,29,2.33,3.42,3.21,72,28,1.85,2.03,1 - 1
02:30,MLS,Columbus Crew,Chicago Fire,X1,42,22,35,1.47,5.02,6.58,32,68,2.52,1.54,3 - 0
02:30,MLS,New England,Toronto,1,61,22,17,1.93,4.30,3.53,50,50,2.44,1.57,3 - 2
03:00,MX2,Alebrijes de Oaxaca,Cafetaleros de Tapachula,X2,35,23,42,1.93,3.77,3.67,39,61,2.22,1.64,2 - 1
04:00,MLS,Colorado Rapids,New York RB,2X,30,21,49,3.29,3.52,2.25,26,74,2.03,1.85,1 - 2
04:00,MLS,Real Salt Lake,DC United,1,61,22,17,1.85,3.85,4.31,50,50,2.33,1.63,3 - 2
12:15,PR2,Nacional,Vitória Guimarães II,1,71,15,13,1.35,4.70,6.40,24,76,2.55,1.46,0 - 0
13:00,RO1,Concordia Chiajna,Gaz Metan Mediaş,X2,38,24,38,2.45,3.00,3.10,42,58,1.53,2.39,0 - 0
13:00,SP2,Cultural Leonesa,Lugo,1,67,25,8,1.95,3.47,4.28,72,28,1.90,1.95,1 - 1
13:00,DN1,Randers,FC Helsingør,X1,42,23,35,1.79,3.82,4.74,39,61,1.87,2.01,2 - 1
14:00,RU1,Spartak Moskva,Dinamo Moskva,1X,53,22,25,1.43,4.84,7.63,35,65,2.16,1.72,0 - 1
14:00,RU1,CSKA Moskva,Anzhi,1,84,10,5,1.20,6.71,17.83,26,74,2.59,1.49,2 - 1
14:00,RU1,Arsenal Tula,Lokomotiv Moskva,2X,33,21,46,2.10,3.72,3.45,29,71,1.97,1.89,2 - 0
14:00,RU1,Zenit,SKA Khabarovsk,X1,57,37,6,1.15,8.20,23.15,89,11,2.59,1.49,6 - 0
14:00,RU1,Krasnodar,Rubin Kazan',1,60,21,18,1.65,3.70,6.28,42,58,1.83,2.03,1 - 1
14:00,RU1,Ufa,Tosno,1,71,22,7,1.78,3.42,5.51,68,32,1.52,2.53,5 - 0
14:00,RU1,Rostov,Ural,X1,40,27,33,1.66,3.62,6.23,54,46,1.52,2.53,1 - 0
14:00,RU1,Amkar Perm',Akhmat Grozny,2X,21,26,53,2.11,3.40,3.72,59,41,1.47,2.64,0 - 0
14:30,SCP,Celtic,Aberdeen,X1,49,23,28,1.59,4.09,6.31,39,61,2.13,1.77,0 - 1
14:30,SCP,Hibernian,Rangers,X1,46,18,35,2.61,4.00,2.50,12,88,2.37,1.61,5 - 5
14:30,SCP,Kilmarnock,Hearts,1,73,19,8,1.63,4.38,5.29,54,46,2.19,1.72,1 - 0
15:00,EST1,Kuressaare,Paide,2X,21,31,48,7.38,6.02,1.32,72,28,3.50,1.27,1 - 4
15:00,BEL1,Shakhtyor,Isloch,2,13,22,65,1.75,3.37,5.50,54,46,1.56,2.35,3 - 0
15:00,DN1,Silkeborg,Lyngby,1,67,25,8,1.92,3.88,3.96,72,28,2.44,1.57,2 - 2
16:00,TR,Bursaspor,Trabzonspor,X2,20,23,57,1.83,4.13,3.99,46,54,2.39,1.58,1 - 3
16:00,ITA,Fiorentina,Cagliari,1,57,24,19,1.54,4.53,6.42,54,46,2.14,1.78,0 - 1
16:00,ITA,Bologna,Chievo,1X,53,29,19,2.26,3.20,3.76,68,32,1.70,2.25,1 - 2
