Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
17:30,BG1,Dunav 2010,Tsarsko selo,X1,48,41,11,1.95,3.55,3.75,90,10,1.83,1.98,2 - 1
18:30,RO1,Gaz Metan Mediaş,Sepsi,X2,34,25,41,1.83,3.35,4.50,46,54,1.66,2.23,1 - 1
19:00,DN1,Vendsyssel,Lyngby,X2,14,53,32,2.60,3.15,2.85,96,4,1.61,2.33,1 - 0
20:00,SW1,IFK Göteborg,Djurgården,X2,27,37,37,3.04,3.29,2.50,81,19,1.62,2.30,1 - 3
20:00,SW1,Trelleborg,Brommapojkarna,X1,41,39,21,2.18,3.54,3.44,85,15,1.81,2.02,2 - 1
20:00,SW1,Dalkurd,Elfsborg,1X,57,22,22,2.46,3.52,2.92,39,61,2.00,1.82,1 - 4
20:00,SW2,Norrby,Helsingborg,2X,25,22,53,3.19,3.75,2.21,35,65,2.12,1.72,0 - 1
20:00,SW2,AFC Eskilstuna,Gefle,1X,62,20,19,1.46,4.69,7.43,34,66,2.12,1.72,1 - 1
20:30,BG1,Levski Sofia,Cherno More,X1,45,26,30,1.30,5.03,10.08,50,50,1.97,1.83,4 - 1
21:00,RO1,Botoşani,ACS Poli Timişoara,X1,38,45,16,1.74,3.40,5.00,92,8,1.62,2.28,0 - 0
21:15,DN1,Silkeborg,Esbjerg,2X,33,21,46,2.20,3.60,3.10,29,71,1.90,1.91,1 - 0
21:30,ITB,Virtus Entella,Ascoli,1X,48,28,23,1.95,3.15,4.25,63,37,1.49,2.50,0 - 0
