Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
11:30,A1,Perth Glory,Sydney FC,2X,24,20,56,4.00,4.00,1.95,26,74,2.46,1.63,2 - 3
13:30,A1,Perth Glory,Sydney,2X,26,21,53,3.60,3.95,1.92,29,71,2.45,1.55,2 - 3
17:00,CRO1,Rudes,NK Istra 1961,X2,31,29,40, , , ,63,37, , ,2 - 1
19:00,CRO1,Rudeš,Istra 1961,X2,31,29,40,2.22,3.24,3.61,63,37,1.64,2.28,2 - 1
19:30,ITB,Entella,Palermo,X1,41,39,21,3.75,3.05,2.30,85,15,1.53,2.46,1 - 2
19:30,ITB,Foggia,Pro Vercelli,X1,45,26,30,1.85,3.45,4.70,50,50,1.90,1.90,2 - 1
19:30,ITB,Frosinone,Venezia,X1,49,23,28,1.79,3.40,5.40,39,61,1.71,1.99,2 - 1
19:30,ITB,Avellino,Parma,1X,44,28,28,3.05,3.05,2.60,59,41,1.62,2.30,1 - 2
19:30,ITB,Empoli,Salernitana,1,76,15,9,1.51,4.10,7.40,32,68,2.10,1.72,2 - 0
19:30,ITB,Cittadella,Spezia,X1,37,37,27,1.91,3.20,5.10,81,19,1.50,2.48,1 - 2
19:30,ITB,Carpi,Ternana,X2,31,29,40,2.00,3.15,4.30,63,37,1.56,2.22,2 - 1
19:30,ITB,Brescia,Pescara,1,57,26,17,2.26,3.40,3.35,63,37,1.93,1.82,2 - 1
19:45,EG1,Gillingham,Milton Keynes Dons,1X,58,29,14,2.36,3.50,3.30,72,28,1.79,2.08,1 - 2
19:45,EG1,Blackburn Rovers,Bradford City,1,76,17,7,1.59,4.30,7.00,50,50,1.93,1.99,2 - 0
20:00,PR1,Aves,Vitoria Setubal,X2,33,27,40,2.06,3.40,4.10,54,46,1.72,2.18,1 - 4
21:30,ITB,Virtus Entella,Palermo,X1,41,39,21,3.20,2.89,2.45,85,15,1.57,2.35,1 - 2
21:30,ITB,Avellino,Parma,1X,44,28,28,3.13,3.03,2.63,59,41,1.60,2.39,1 - 2
21:30,ITB,Brescia,Pescara,1,57,26,17,2.28,3.24,3.54,63,37,1.97,1.91,2 - 1
21:30,ITB,Foggia,Pro Vercelli,X1,45,26,30,1.64,3.50,5.75,50,50,1.94,1.94,2 - 1
21:30,ITB,Empoli,Salernitana,1,76,15,9,1.36,4.75,8.50,32,68,2.10,1.70,2 - 0
21:30,ITB,Cittadella,Spezia,X1,37,37,27,2.00,3.10,4.20,81,19,1.56,2.47,1 - 2
21:30,ITB,Carpi,Ternana,X2,31,29,40,1.95,3.20,4.20,63,37,1.60,2.39,2 - 1
21:30,ITB,Frosinone,Venezia,X1,49,23,28,1.79,3.42,5.59,39,61,1.80,2.00,2 - 1
21:45,EG1,Blackburn Rovers,Bradford City,1,76,17,7,1.52,4.10,6.25,50,50,1.88,1.87,2 - 0
21:45,EG1,Gillingham,Milton Keynes Dons,1X,58,29,14,2.18,3.35,3.25,72,28,1.71,2.08,1 - 2
22:00,PR1,Desportivo Aves,Vitória Setúbal,X2,33,27,40,2.04,3.35,4.25,54,46,1.71,2.07,1 - 4
