Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
09:00,RU2,Luch Vladivostok,Avangard Kursk,2X,25,22,53,1.72,3.30,3.90,35,65,1.55,2.33,2 - 2
13:00,RU2,Yenisey,Volgar Astrakhan,1X,49,26,25,1.06,6.75,21.00,54,46,2.28,1.57,2 - 1
14:00,RU2,Orenburg,Sibir,1,87,9,3,1.27,4.35,8.50,29,71,1.64,2.14,1 - 0
15:00,RU2,Spartak Moskva II,Dinamo St. Petersburg,X2,35,31,35,2.23,3.05,2.75,68,32,1.72,2.02,2 - 2
15:30,RU2,Tambov,Tyumen,1,69,20,11,1.49,3.75,5.00,50,50,1.81,1.91,3 - 1
16:00,RU2,Baltika,Shinnik,X1,45,26,30,1.44,3.60,6.00,50,50,1.58,2.31,0 - 0
16:00,RU2,Fakel,Tom' Tomsk,X1,36,28,36,2.70,3.00,2.32,59,41,1.55,2.33,0 - 1
17:00,RU2,Zenit II,Khimki,X2,19,51,30,1.96,3.10,3.30,95,5,1.72,2.02,1 - 0
17:00,RU2,Rotor Volgograd,Krylya Sovetov,X2,34,25,41,3.25,3.05,2.00,46,54,1.57,2.28,0 - 2
18:00,PR2,Vitória Guimarães II,Porto II,1X,47,35,18,1.85,3.55,3.65,81,19,2.19,1.70,0 - 1
18:00,RU2,Kuban' Krasnodar,Olimpiyets,X2,27,37,37,2.04,3.05,3.15,81,19,1.64,2.14,0 - 0
19:00,EST1,Vaprus,Paide,2X,21,26,53,8.00,6.00,1.20,59,41,3.39,1.33,1 - 1
19:00,EST1,Tallinna Kalev,Tulevik,1,73,19,8,1.24,6.56,9.93,54,46,2.52,1.48,1 - 2
19:30,EST1,Flora,Nõmme Kalju,2X,28,16,53,2.25,3.30,2.63,7,93,1.91,1.81,3 - 3
20:00,SW1,Sirius,AIK,2,19,24,57,5.58,3.80,1.70,54,46,1.70,2.16,2 - 3
21:45,CHL,Roma,Liverpool,2,11,13,74,2.68,4.08,2.49,16,84,2.95,1.42,4 - 2
