Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:00,MX1,Santos,Queretaro FC,1,66,18,16, , , ,29,71, , ,
00:00,AR1,Racing Club,River Plate,1,78,13,8, , , ,29,71, , ,
00:00,MX1,Santos,Queretaro FC,1,66,18,16, , , ,29,71, , ,3 - 0
00:00,AR1,Racing Club,River Plate,1,78,13,8, , , ,29,71, , ,0 - 2
02:00,CL,Unión Española,O'Higgins,X1,46,23,32,2.17,3.35,2.85,35,65,2.10,1.68,2 - 0
02:00,MX2,Atlético Zacatepec,Alebrijes de Oaxaca,X1,45,24,31,2.45,3.25,2.60,42,58,1.57,2.35,1 - 1
02:00,MX1,Santos Laguna,Querétaro,1,66,18,16,1.65,4.00,5.97,29,71,2.01,1.89,3 - 0
02:00,AR1,Racing Club,River Plate,1,78,13,8,2.69,3.37,2.81,29,71,1.78,1.98,0 - 2
04:00,MLS,LA Galaxy,Sporting KC,1X,49,21,30,2.29,3.61,3.20,26,74,2.04,1.75,0 - 2
04:00,MX2,Atlante,Universidad Guadalajara,2X,23,28,48,2.10,3.10,3.40,63,37,1.53,2.39,2 - 0
15:30,RO1,Gaz Metan Mediaş,ACS Poli Timişoara,X1,38,45,16,2.02,3.08,4.29,92,8,1.49,2.60,1 - 1
17:30,BG1,Etar,Dunav 2010,1X,44,28,28,1.79,3.62,4.43,59,41,1.63,2.24,2 - 1
17:30,BH1,Vitez,Celik,X2,14,40,46,4.40,3.60,1.57,89,11,1.58,2.20,0 - 4
18:00,SW1,Malmo FF,AIK,1X,49,19,31, , , ,17,83, , ,1 - 1
18:00,TR1,Balıkesirspor,Denizlispor,X2,31,29,40,2.00,3.25,3.25,63,37,2.00,1.72,2 - 1
18:00,RO1,Juventus Bucureşti,Sepsi,X2,19,51,30,3.45,2.95,2.28,95,5,1.48,2.68,0 - 2
18:30,RU1,CSKA Moscow,Dinamo Moscow,1,57,26,17, , , ,63,37, , ,1 - 2
19:00,TR1,Genclerbirligi,Galatasaray,2,16,20,64,5.90,4.20,1.48,39,61,2.06,1.64,1 - 0
19:00,NT2,Waalwijk,Fortuna Sittard,X2,27,24,49,5.10,3.70,1.42,46,54,1.38,1.01,1 - 1
19:00,NT2,NEC Nijmegen,FC Oss,1,76,17,7, , , ,50,50,1.36, ,2 - 1
19:00,NT2,MVV Maastricht,Dordrecht,1X,53,21,26,1.27,2.50,5.00,29,71,1.38,1.01,1 - 0
19:00,NT2,Jong Utrecht,Volendam,X2,39,23,39,2.76,3.35,2.08,35,65,1.32,1.13,2 - 1
19:00,NT2,Emmen,Telstar,X2,35,23,42,1.70,3.25,3.25,39,61,1.32,1.13,2 - 3
19:00,NT2,FC Eindhoven,Helmond Sport,1,64,20,16,1.74,2.72,2.84,39,61,1.38,1.12,3 - 2
19:00,NT2,Den Bosch,Jong Ajax,X2,34,19,46,3.40,3.25,1.70,16,84,1.38,1.11,2 - 5
19:00,NT2,De Graafschap,Almere City FC,1X,56,20,23,1.40,3.80,4.50,32,68,1.38,1.12,4 - 2
19:00,NT2,Cambuur,Jong AZ Alkmaar,X1,40,27,33,1.50,3.55,4.00,54,46,1.38,1.13,3 - 2
19:30,ITB,Avellino,Perugia,X2,34,25,41,2.96,3.00,2.38,46,54,1.64,2.06,2 - 0
19:30,GE1,RB Leipzig,Bayer Leverkusen,2X,33,21,46,2.30,3.60,3.15,29,71,1.62,1.35,1 - 4
19:30,RU1,CSKA Moskva,Dinamo Moskva,1,57,26,17,1.64,3.77,6.44,63,37,1.62,2.23,1 - 2
19:45,FR2,Lens,Nancy,X2,27,47,27,1.84,3.10,4.30,92,8,1.48,2.46,1 - 1
20:00,TR,Gençlerbirliği,Galatasaray,2,16,20,64,6.56,4.65,1.46,39,61,2.18,1.64,1 - 0
20:00,SW2,Brage,Gefle,X2,20,23,57,1.93,3.61,4.26,46,54,1.87,1.93,4 - 2
20:00,SW1,Malmö FF,AIK,1X,49,19,31,1.88,3.41,4.91,17,83,1.63,2.34,1 - 1
20:00,SW1,Brommapojkarna,Häcken,2X,9,28,63,4.44,3.78,1.85,77,23,2.03,1.85,2 - 0
20:00,NO1,Lillestrøm,Start,1X,58,32,11,1.93,3.77,4.07,81,19,1.96,1.86,1 - 0
20:00,DN1,Midtjylland,København,1X,59,19,21,2.49,3.55,2.88,29,71,2.09,1.80,3 - 2
20:00,BG1,Septemvri Sofia,Lokomotiv Plovdiv,1X,53,24,23,2.65,3.00,2.55,50,50,1.62,2.28,0 - 0
20:45,RO1,FCSB,CS U Craiova,1,65,21,15,1.83,3.30,4.50,46,54,1.62,2.28,2 - 0
21:00,SP1,Villarreal,Athletic Bilbao,1,66,23,11,1.88,3.50,4.60,63,37,1.40,1.39,1 - 3
21:00,PR1,Moreirense,Boavista,,0,0,0,2.42,2.98,2.90,0,0,1.49,2.46,0 - 0
21:00,IL1,Maccabi Tel Aviv,Hapoel Be'er Sheva,1X,57,23,20,2.50,3.25,3.05,46,54,1.67,2.23,0 - 1
21:00,NT2,SC Cambuur,Jong AZ,X1,41,25,34,1.54,5.00,5.28,46,54,3.05,1.36,3 - 2
