Time,Comp,Home,Away,Tip,H,D,A,1,X,2,U,O,U2.5,O2.5,FT
00:30,BRC,Santa Cruz,Atlético Acreano,1,77,19,4,1.36,4.50,7.00,65,35,1.70,2.10,3 - 1
01:00,MLS,Portland Timbers,New York City,1X,56,19,25, , , ,21,79, , ,3 - 0
01:00,BRA,Grêmio,Atlético PR,1X,40,29,31,1.62,3.83,6.88,63,37,1.63,2.37,0 - 0
02:00,AR1,Boca Juniors,Newell's Old Boys,1,73,19,8,1.43,4.10,7.00,54,46,1.81,2.10,3 - 1
02:00,MX1,Santos Laguna,Pumas UNAM,1,67,18,15,1.93,3.87,4.04,35,65,2.04,1.75,1 - 2
02:00,CL,Antofagasta,San Luis,1X,53,26,21, , , ,59,41, , ,1 - 0
17:00,CRO1,Inter Zaprešić,Rudeš,X1,34,42,23,2.00,3.15,3.40,89,11,1.63,2.12,1 - 1
17:00,PR2,Sporting CP II,Benfica II,X2,28,23,49,2.00,3.40,3.25,39,61,2.25,1.57,1 - 2
18:00,RO1,Botoşani,Sepsi,X2,14,40,46,1.98,3.20,4.00,89,11,1.58,2.35,2 - 2
18:45,BEL1,Dnepr Mogilev,Shakhtyor,2X,21,19,59,4.79,3.20,1.91,29,71,1.41,2.70,1 - 1
19:00,CRO1,Cibalia,Slaven Koprivnica,1X,42,34,24,2.70,2.85,2.55,77,23,1.50,2.40,1 - 3
19:00,LAT1,Metta / LU,Liepāja,2X,25,26,49,6.50,4.00,1.39,54,46,1.89,1.89,0 - 3
19:00,PL,Lechia Gdańsk,Cracovia Kraków,X1,41,25,34,2.13,3.56,3.59,46,54,1.96,1.92,0 - 0
19:30,RU1,Spartak Moskva,Akhmat Grozny,1,65,21,15,1.44,4.10,7.50,46,54,1.75,2.02,1 - 3
20:00,IL1,Hapoel Ra'anana,Ashdod,X2,33,34,33,3.01,3.13,2.55,77,23,1.56,2.39,1 - 0
20:00,DN1,AGF,Hobro,2X,21,31,48,2.00,3.58,3.99,72,28,1.86,2.02,0 - 1
20:00,BG1,Lokomotiv Plovdiv,Septemvri Sofia,2X,23,28,48,1.95,3.55,3.30,63,37,1.87,1.93,0 - 2
20:00,TR,Fenerbahçe,Antalyaspor,X1,53,23,24,1.33,5.25,8.50,42,58,2.50,1.55,4 - 1
20:00,NO1,Odd,Sarpsborg 08,2,19,24,57,2.59,3.21,3.01,54,46,1.68,2.20,3 - 1
20:00,SW1,Norrköping,Sirius,1X,49,22,29,1.37,5.05,9.64,32,68,2.43,1.57,1 - 0
20:00,SW1,Elfsborg,Djurgården,X2,39,23,39,2.94,3.50,2.47,35,65,1.93,1.88,2 - 2
20:00,SW1,Malmö FF,Brommapojkarna,1,75,16,9,1.28,6.00,11.82,42,58,2.43,1.57,3 - 1
20:00,SW2,Värnamo,Varberg,1,81,13,5,2.10,3.39,3.39,42,58,1.80,2.05,2 - 0
20:45,RO1,Astra,CS U Craiova,1,66,23,11,3.50,3.23,2.30,63,37,1.60,2.40,1 - 0
20:45,BEL1,Vitebsk,BATE,2X,18,19,63,6.05,3.73,1.64,32,68,1.65,2.21,0 - 1
21:00,IL1,Hapoel Haifa,Beitar Jerusalem,2X,21,26,53,3.08,3.44,2.34,59,41,2.01,1.83,0 - 1
21:00,NT2,FC Den Bosch,FC Emmen,X2,35,23,42,4.48,4.27,1.75,39,61,2.87,1.39,1 - 2
21:30,ITB,Frosinone,Empoli,X2,24,23,53,2.42,3.31,3.17,42,58,1.85,2.00,2 - 4
21:30,GE2,Holstein Kiel,Nürnberg,1,73,19,8,2.00,3.50,3.50,54,46,2.08,1.70,1 - 3
21:45,ITA,Genoa,Hellas Verona,1X,42,34,24,1.52,4.12,7.38,77,23,1.85,1.95,3 - 1
21:45,FR2,Ajaccio,Lens,1X,59,19,21,1.82,3.25,4.40,29,71,1.60,2.28,2 - 0
22:00,EGP,Everton,Newcastle United,X1,45,26,30,2.31,3.31,3.39,50,50,1.65,2.28,1 - 0
22:00,PR1,Porto,Vitória Setúbal,1X,56,19,25,1.13,8.00,17.00,21,79,2.80,1.40,5 - 1
22:00,SP1,Athletic Club,Levante,1X,58,29,14,1.80,3.40,4.70,72,28,1.65,2.10,1 - 3
